air_store_id,m0,m1,m2,m3,m6,m7,m8,m9,m10,m11
air_00a91d42b08b08d9,25.869565217391305,29.652173913043477,29.384615384615383,27.22222222222222,26.08,24.166666666666668,22.833333333333332,23.25,22.625,30.428571428571427
air_0164b9927d20bcc3,10.789473684210526,7.476190476190476,9.625,8.31578947368421,0.0,0.0,0.0,10.0,8.26086956521739,10.333333333333334
air_0241aa3964b7f861,9.54,9.212765957446809,9.962264150943396,10.25,8.178571428571429,10.125,10.954545454545455,9.153846153846153,9.6,12.0
air_0328696196e46f18,7.714285714285714,7.571428571428571,9.470588235294118,8.384615384615385,8.0,6.1,10.5,10.666666666666666,3.888888888888889,10.666666666666666
air_034a3d5b40d5b1b1,5.733333333333333,27.428571428571427,23.806451612903224,22.40909090909091,13.777777777777779,11.444444444444445,9.333333333333334,7.407407407407407,12.272727272727273,9.357142857142858
air_036d4f1ee7285390,17.807692307692307,16.071428571428573,20.161290322580644,20.59090909090909,29.483870967741936,32.84,24.733333333333334,23.451612903225808,21.266666666666666,17.666666666666668
air_0382c794b73b51ad,13.864864864864865,24.322580645161292,28.333333333333332,27.954545454545453,22.857142857142858,21.166666666666668,20.24137931034483,23.962962962962962,27.88,32.464285714285715
air_03963426c9312048,40.72222222222222,36.716981132075475,45.05172413793103,45.04081632653061,37.03846153846154,31.333333333333332,34.88461538461539,31.307692307692307,31.37037037037037,49.26923076923077
air_04341b588bde96cd,35.54385964912281,33.228070175438596,41.38709677419355,37.51923076923077,38.806451612903224,29.548387096774192,35.4,35.32258064516129,34.2,35.833333333333336
air_049f6d5b402a31b2,10.25,11.541666666666666,12.214285714285714,12.894736842105264,11.346153846153847,12.11111111111111,12.0,9.777777777777779,10.107142857142858,13.2
air_04cae7c1bc9b2a0b,24.928571428571427,24.928571428571427,21.903225806451612,20.545454545454547,16.129032258064516,15.32258064516129,16.17241379310345,23.870967741935484,26.233333333333334,31.233333333333334
air_0585011fa179bcce,4.5,3.925925925925926,5.392857142857143,5.333333333333333,7.0,5.214285714285714,4.25,3.607142857142857,3.814814814814815,4.642857142857143
air_05c325d315cc17f5,18.910714285714285,19.982456140350877,24.032258064516128,24.826923076923077,21.870967741935484,22.96551724137931,24.233333333333334,23.225806451612904,22.633333333333333,25.774193548387096
air_0647f17b4dc041c8,37.064516129032256,35.44444444444444,39.225806451612904,30.636363636363637,36.857142857142854,30.428571428571427,32.166666666666664,41.32258064516129,40.714285714285715,38.354838709677416
air_064e203265ee5753,20.272727272727273,24.80952380952381,24.916666666666668,19.9375,19.291666666666668,15.363636363636363,16.708333333333332,21.583333333333332,21.227272727272727,32.34782608695652
air_066f0221b8a4d533,13.482758620689655,10.74074074074074,18.392857142857142,12.428571428571429,13.903225806451612,16.379310344827587,15.785714285714286,10.464285714285714,15.357142857142858,15.571428571428571
air_06f95ac5c33aca10,17.617021276595743,23.6734693877551,26.672727272727272,25.511111111111113,22.88888888888889,16.708333333333332,16.346153846153847,17.12,22.03846153846154,25.04
air_0728814bd98f7367,8.941176470588236,9.518518518518519,11.2,9.9,12.548387096774194,9.285714285714286,8.137931034482758,9.633333333333333,8.76,9.416666666666666
air_0768ab3910f7967f,18.775,25.027027027027028,19.767441860465116,25.897435897435898,21.761904761904763,10.08695652173913,7.958333333333333,23.764705882352942,20.41176470588235,24.318181818181817
air_07b314d83059c4d2,39.733333333333334,35.464285714285715,43.354838709677416,37.27272727272727,26.387096774193548,25.096774193548388,22.6,24.838709677419356,31.933333333333334,47.233333333333334
air_07bb665f9cdfbdfb,25.454545454545453,27.510204081632654,34.66,30.7,35.84615384615385,42.5,26.958333333333332,26.423076923076923,25.304347826086957,23.08
air_082908692355165e,40.37735849056604,42.075471698113205,44.21568627450981,47.89795918367347,39.392857142857146,29.821428571428573,37.82142857142857,39.851851851851855,38.42857142857143,48.57142857142857
air_083ddc520ea47e1e,8.304347826086957,8.294117647058824,19.38095238095238,12.625,12.291666666666666,13.285714285714286,8.954545454545455,5.75,4.9411764705882355,7.875
air_0845d8395f30c6bb,16.62962962962963,22.40740740740741,24.862068965517242,22.954545454545453,22.733333333333334,19.551724137931036,23.03448275862069,20.96551724137931,19.433333333333334,27.0
air_084d98859256acf0,16.083333333333332,14.818181818181818,15.615384615384615,15.526315789473685,15.56,14.84,12.541666666666666,14.08,12.434782608695652,15.37037037037037
air_0867f7bebad6a649,22.26923076923077,18.964285714285715,29.344827586206897,21.681818181818183,0.0,0.0,25.84,18.483870967741936,19.433333333333334,29.137931034482758
air_08ba8cd01b3ba010,10.413793103448276,10.433962264150944,9.426229508196721,10.28,11.483870967741936,9.733333333333333,9.3,10.724137931034482,10.357142857142858,12.433333333333334
air_08cb3c4ee6cd6a22,16.516129032258064,14.142857142857142,14.67741935483871,12.842105263157896,15.3,15.1,15.466666666666667,15.6,13.1,17.766666666666666
air_08ef81d5b7a0d13f,10.125,13.625,13.64,12.31578947368421,14.071428571428571,12.782608695652174,16.90909090909091,14.37037037037037,12.695652173913043,19.68
air_08f994758a1e76d4,28.357142857142858,25.964285714285715,27.733333333333334,27.09090909090909,23.225806451612904,25.774193548387096,22.93103448275862,23.64516129032258,29.24137931034483,28.5
air_09040f6df960ddb8,11.090909090909092,11.652173913043478,13.23076923076923,17.11111111111111,13.038461538461538,11.583333333333334,10.44,14.291666666666666,11.52,12.68
air_0919d54f0c9a24b8,41.78260869565217,36.375,30.333333333333332,31.85,56.42857142857143,44.08695652173913,35.88,47.24,62.22727272727273,52.458333333333336
air_09661c0f3259cc04,28.23076923076923,35.67857142857143,31.806451612903224,28.476190476190474,32.25806451612903,34.36666666666667,32.43333333333333,35.56666666666667,30.4,36.689655172413794
air_09a845d5b5944b01,17.869565217391305,14.08,14.481481481481481,14.217391304347826,7.961538461538462,8.04,6.25,7.583333333333333,6.814814814814815,9.321428571428571
air_09fd1f5c58583141,5.6,6.2272727272727275,8.074074074074074,8.894736842105264,5.84,5.6,6.0,7.458333333333333,6.32,7.851851851851852
air_0a74a5408a0b8642,27.923076923076923,31.714285714285715,34.32258064516129,28.5,27.954545454545453,30.892857142857142,30.846153846153847,27.384615384615383,29.153846153846153,41.07142857142857
air_0b184ec04c741a6a,13.372093023255815,11.5625,12.04,16.066666666666666,10.32,11.5,12.4,11.208333333333334,13.307692307692308,15.217391304347826
air_0b1e72d2d4422b20,20.8,23.625,25.11111111111111,22.57894736842105,24.607142857142858,24.333333333333332,23.846153846153847,26.37037037037037,22.75,29.77777777777778
air_0b9038300f8b2b50,14.321428571428571,14.535714285714286,16.322580645161292,12.954545454545455,16.741935483870968,15.7,14.266666666666667,14.387096774193548,15.5,17.06451612903226
air_0e1eae99b8723bc1,10.804347826086957,10.607843137254902,13.595744680851064,13.261904761904763,16.5625,18.095238095238095,16.15,16.82608695652174,12.48,13.0
air_0e7c11b9abc50163,22.48,23.227272727272727,41.583333333333336,36.77777777777778,39.09090909090909,21.48,21.82608695652174,20.84,23.083333333333332,26.272727272727273
air_0ead98dd07e7a82a,10.714285714285714,12.666666666666666,13.75,0.0,11.285714285714286,3.0,27.272727272727273,24.857142857142858,19.45,29.217391304347824
air_0f0cdeee6c9bf3d7,27.88,26.48,33.0,23.85,21.193548387096776,24.620689655172413,25.444444444444443,25.06896551724138,24.074074074074073,37.074074074074076
air_0f2f96335f274801,6.96,7.0,9.017857142857142,10.204081632653061,9.258064516129032,6.12,7.538461538461538,7.142857142857143,8.88888888888889,9.407407407407407
air_0f60e1576a7d397d,7.947368421052632,11.4,12.473684210526315,6.3125,7.0,8.1,9.3,10.526315789473685,10.333333333333334,8.11111111111111
air_1033310359ceeac1,21.677419354838708,18.85185185185185,19.766666666666666,21.025,18.612903225806452,11.458333333333334,13.821428571428571,8.580645161290322,12.392857142857142,21.903225806451612
air_10393f12e9069760,14.814814814814815,14.714285714285714,17.193548387096776,16.045454545454547,17.419354838709676,10.733333333333333,12.566666666666666,12.35483870967742,12.310344827586206,20.5
air_105a7954e32dba9b,50.94444444444444,48.7,49.22727272727273,51.2,46.0,43.75,47.45,45.10526315789474,43.95,47.333333333333336
air_10713fbf3071c361,9.25925925925926,9.875,10.233333333333333,12.1,9.3,10.714285714285714,12.26923076923077,13.0,12.5,10.933333333333334
air_10bbe8acd943d8f6,26.25925925925926,22.142857142857142,23.70967741935484,26.318181818181817,54.096774193548384,44.16129032258065,45.3,23.096774193548388,23.233333333333334,27.967741935483872
air_12c4fb7a423df20d,19.103448275862068,17.321428571428573,18.387096774193548,21.59090909090909,17.483870967741936,15.161290322580646,15.333333333333334,15.387096774193548,15.866666666666667,23.344827586206897
air_138ee734ac79ff90,7.533333333333333,7.938775510204081,7.982142857142857,7.688888888888889,9.84,9.72,7.84,7.44,6.346153846153846,7.96
air_138ff410757b845f,37.523809523809526,36.72,43.5,52.75,43.0,37.392857142857146,37.5,42.72,38.5,44.30434782608695
air_1408dd53f31a8a65,36.806451612903224,33.107142857142854,37.225806451612904,25.772727272727273,26.516129032258064,27.580645161290324,26.333333333333332,35.87096774193548,30.733333333333334,52.61290322580645
air_142e78ba7001da9c,9.767857142857142,10.773584905660377,11.016949152542374,12.808510638297872,8.92,8.653846153846153,9.928571428571429,13.857142857142858,9.73076923076923,11.0
air_1509881b22965b34,13.68,15.090909090909092,11.724137931034482,10.76,6.181818181818182,9.125,7.583333333333333,8.76923076923077,10.666666666666666,8.5
air_152c1f08d7d20e07,10.4,10.052631578947368,14.272727272727273,11.583333333333334,12.7,11.333333333333334,11.533333333333333,12.956521739130435,13.181818181818182,19.045454545454547
air_15ae33469e9ea2dd,12.409090909090908,11.173913043478262,10.652173913043478,11.789473684210526,13.384615384615385,15.478260869565217,14.26086956521739,11.916666666666666,10.625,15.56
air_15e6e15c7ea2c162,19.75,19.73076923076923,17.9,19.363636363636363,29.93548387096774,24.0,25.4,24.677419354838708,18.766666666666666,18.6
air_16179d43b6ee5fd8,10.65,10.470588235294118,9.347826086956522,7.846153846153846,8.5,7.32,9.592592592592593,10.666666666666666,7.72,9.692307692307692
air_1653a6c513865af3,33.2,32.62264150943396,34.857142857142854,31.704545454545453,31.821428571428573,28.185185185185187,34.92,35.03703703703704,29.814814814814813,35.142857142857146
air_168441ada3e878e1,36.3,36.851851851851855,41.483870967741936,42.27272727272727,40.67741935483871,29.766666666666666,43.36666666666667,51.645161290322584,49.86666666666667,43.16129032258065
air_16c4cfddeb2cf69b,14.0,14.857142857142858,13.806451612903226,12.363636363636363,0.0,0.0,14.655172413793103,13.0,13.107142857142858,15.741935483870968
air_16cf0a73233896de,8.431372549019608,10.170212765957446,8.285714285714286,10.704545454545455,7.321428571428571,4.44,13.185185185185185,8.0,9.48,12.666666666666666
air_1707a3f18bb0da07,25.695652173913043,20.916666666666668,29.59259259259259,26.263157894736842,27.03846153846154,22.08,20.88,19.08695652173913,23.037037037037038,30.96153846153846
air_17a6ab40f97fd4d8,18.166666666666668,4.666666666666667,9.5625,6.571428571428571,14.933333333333334,14.166666666666666,22.3,9.066666666666666,14.0,10.25
air_17bed6dbf7c8b0fc,19.529411764705884,21.625,23.024390243902438,20.322580645161292,19.73913043478261,19.72222222222222,18.318181818181817,17.681818181818183,16.136363636363637,18.0
air_1979eaff8189d086,8.818181818181818,10.227272727272727,8.75,9.636363636363637,10.115384615384615,7.25,8.76923076923077,8.772727272727273,8.5,12.035714285714286
air_1ab60ce33bfed8a8,9.285714285714286,8.88888888888889,9.413793103448276,10.181818181818182,10.758620689655173,11.607142857142858,9.96551724137931,12.10344827586207,10.1,11.2
air_1ae94f514a0bce13,12.565217391304348,22.210526315789473,19.956521739130434,21.09090909090909,19.5,17.304347826086957,21.6875,17.058823529411764,19.444444444444443,11.777777777777779
air_1ba4e87ef7422183,40.333333333333336,40.61538461538461,41.06666666666667,38.27272727272727,40.0,41.0,38.36666666666667,37.935483870967744,36.0,42.733333333333334
air_1c0b150f9e696a5f,0.0,0.0,121.23333333333333,107.23809523809524,0.0,0.0,0.0,0.0,0.0,0.0
air_1c95a84924d72500,12.481481481481481,12.350877192982455,12.5,13.16,11.161290322580646,7.620689655172414,7.074074074074074,7.333333333333333,8.1,10.96551724137931
air_1d1e8860ae04f8e9,9.795454545454545,9.244444444444444,16.071428571428573,12.333333333333334,8.709677419354838,10.714285714285714,11.8,11.419354838709678,12.266666666666667,12.448275862068966
air_1d25ca6c76df48b4,34.96296296296296,41.925925925925924,38.96774193548387,39.63636363636363,40.83870967741935,42.53333333333333,39.75,40.29032258064516,38.58620689655172,38.58064516129032
air_1d3f797dd1f7cf1c,24.25,25.357142857142858,28.29032258064516,33.0,47.12903225806452,38.925925925925924,41.233333333333334,39.74193548387097,29.4,25.310344827586206
air_1dd8f6f47480d1a2,39.34782608695652,37.925925925925924,38.724137931034484,37.857142857142854,33.035714285714285,30.035714285714285,30.964285714285715,36.285714285714285,38.925925925925924,38.42857142857143
air_1dea9815ccd36620,9.958333333333334,18.916666666666668,10.461538461538462,10.631578947368421,17.14814814814815,15.416666666666666,18.26923076923077,9.666666666666666,10.076923076923077,11.26923076923077
air_1e23210b584540e7,16.254545454545454,17.23076923076923,18.05263157894737,20.176470588235293,8.392857142857142,15.766666666666667,11.633333333333333,5.4,5.633333333333334,5.448275862068965
air_1e665503b8474c55,9.383333333333333,10.178571428571429,9.14516129032258,8.75,8.433333333333334,6.870967741935484,7.233333333333333,6.25,6.5,6.866666666666666
air_1eeff462acb24fb7,16.863636363636363,15.416666666666666,14.37037037037037,16.789473684210527,17.37037037037037,14.233333333333333,16.285714285714285,13.714285714285714,16.03846153846154,18.85185185185185
air_1f1390a8be2272b3,15.4,16.115384615384617,15.421052631578947,15.816326530612244,15.137931034482758,13.909090909090908,15.178571428571429,17.551724137931036,18.346153846153847,20.607142857142858
air_1f34e9beded2231a,10.272727272727273,6.166666666666667,5.583333333333333,8.214285714285714,9.058823529411764,6.647058823529412,7.470588235294118,5.526315789473684,7.0,7.882352941176471
air_1f7f8fa557bc0d55,4.425925925925926,4.425925925925926,4.517241379310345,5.285714285714286,5.0,4.2592592592592595,5.037037037037037,5.266666666666667,3.7142857142857144,5.933333333333334
air_2009041dbf9264de,42.42,28.714285714285715,31.559322033898304,50.30434782608695,44.148148148148145,26.238095238095237,28.73076923076923,52.785714285714285,49.44444444444444,41.375
air_20619d21192aa571,15.037037037037036,15.5,17.491525423728813,18.45,16.103448275862068,18.035714285714285,16.076923076923077,18.96551724137931,17.296296296296298,17.37037037037037
air_20add8092c9bb51d,35.7,30.571428571428573,37.774193548387096,31.772727272727273,27.06451612903226,33.46666666666667,32.62068965517241,29.466666666666665,30.066666666666666,44.064516129032256
air_2195cd5025a98033,26.291666666666668,27.875,27.285714285714285,28.90909090909091,25.884615384615383,24.0,27.03846153846154,27.59259259259259,24.92,26.807692307692307
air_21f5052d5330528d,32.32142857142857,36.4,33.86666666666667,33.0,33.645161290322584,38.096774193548384,33.93333333333333,32.833333333333336,31.566666666666666,35.16129032258065
air_220cba70c890b119,11.275862068965518,9.32,10.8,9.227272727272727,12.0,10.67741935483871,11.448275862068966,12.448275862068966,9.666666666666666,11.862068965517242
air_22682e965418936f,9.24,11.12,6.733333333333333,8.857142857142858,7.903225806451613,9.233333333333333,8.807692307692308,8.586206896551724,9.321428571428571,11.821428571428571
air_228f10bec0bda9c8,15.333333333333334,15.08695652173913,18.615384615384617,15.833333333333334,16.0,13.19047619047619,16.807692307692307,18.16,19.52,19.64
air_229d7e508d9f1b5e,11.133333333333333,14.25,10.6,10.5,17.37037037037037,14.714285714285714,13.24,14.625,14.0,12.04
air_232dcee6f7c51d37,6.950819672131147,6.963636363636364,7.645161290322581,7.5576923076923075,7.258064516129032,7.612903225806452,5.733333333333333,6.096774193548387,5.066666666666666,6.354838709677419
air_234d3dbf7f3d5a50,7.647058823529412,8.6,8.46551724137931,8.591836734693878,8.0,7.2,7.0,7.6,7.6521739130434785,8.862068965517242
air_23e1b11aee2a1407,40.464285714285715,40.642857142857146,47.17857142857143,45.45454545454545,38.32258064516129,33.935483870967744,37.074074074074076,42.29032258064516,38.86206896551724,38.6551724137931
air_23ee674e91469086,23.392857142857142,25.43859649122807,30.0,23.98076923076923,22.838709677419356,19.346153846153847,22.633333333333333,25.612903225806452,23.166666666666668,28.535714285714285
air_24b9b2a020826ede,24.382978723404257,23.775510204081634,28.51851851851852,31.952380952380953,29.346153846153847,26.153846153846153,26.307692307692307,25.12,25.56,36.92857142857143
air_24e8414b9b07decb,6.409090909090909,5.916666666666667,5.576923076923077,5.5,4.08,3.65,4.875,6.416666666666667,6.24,6.6923076923076925
air_2545dd3a00f265e2,32.416666666666664,35.43478260869565,47.15384615384615,48.63157894736842,24.185185185185187,22.346153846153847,23.88,36.22222222222222,30.52,27.115384615384617
